rxcui,name,tty,search_traffic
1098343,advanced zinc-oxyde plus ointment,BN,0
1098247,pacific salmon allergenic extract,IN,0
852363,eastern cottonwood pollen extract,IN,0
1098254,eastern cottonwood pollen extract / plains cottonwood pollen extract,MIN,0
867297,plains cottonwood pollen extract,IN,0
1098257,douglas fir pollen extract,IN,0
1098264,red oak pollen extract / white oak pollen extract,MIN,0
1098274,smooth sumac pollen extract,IN,0
1098353,orris root allergenic extract,IN,0
1101788,hongo killer treatment,BN,0
1098409,mane 'n tail mineral ice,BN,0
1311406,sorghum bicolor pollen extract,IN,0
1098455,sudan grass pollen extract,IN,0
852839,hog skin extract,IN,0
895542,hog hair extract,IN,0
1098500,hog hair extract / hog skin extract,MIN,0
1098619,trichophyton tonsurans allergenic extract,IN,0
1721697,valtrum soothing,BN,0
1729324,berri-freez plus,BN,0
1797501,reliefassist,BN,0
901317,spinach allergenic extract,IN,0
993247,blu shield teat dip,BN,0
603742,respi-tann pd,BN,0
583508,re tann,BN,0
405302,respi-tann,BN,0
852519,house dust extract,IN,0
352683,healon5,BN,0
1369806,gel-one,BN,0
1869377,gel-syn,BN,0
1491507,ipm wound,BN,0
218307,melquin-3,BN,0
701978,dermarest skin correcting cream,BN,0
545084,aclaro,BN,0
1538457,skin tx hydroquinone,BN,0
1735504,proactiv plus advanced dark spot,BN,0
27291,hydroxypropylcellulose,IN,0
92187,clorpactin wcs-90,BN,0
1193231,pet-ema,BN,0
215706,blis-to-sol powder,BN,0
992924,sentry aq mardel maracyn-oxy,BN,0
993088,sentry aq mardel maroxy,BN,0
202516,nitro-bid,BN,0
1485489,atopalm pain relief,BN,0
1547624,tiger balm ultra thin,BN,0
1301424,noble lion medicated balm,BN,0
1251280,pramegel reformulated apr 2012,BN,0
642362,robitussin cough drop,BN,0
1237026,thoracol,BN,0
1799429,gonitro,BN,0
202508,nitro-dur,BN,0
92726,fleet phospho-soda,BN,0
216892,encare,BN,0
1495086,norlyroc,BN,0
202715,noroxin,BN,0
979384,north american coral snake antivenin,IN,0
889602,northern pike allergenic extract,IN,0
971198,pleospora herbarum extract,IN,0
9899,sodium oxybate,IN,0
891668,soybean allergenic extract,IN,0
968130,stemphylium sarciniforme extract,IN,0
798962,maxiphen reformulated jul 2008,BN,0
892484,strawberry allergenic extract,IN,0
1232422,wellpatch backache relief,BN,0
1189157,myogesic-cs,BN,0
1299214,max-freeze,BN,0
215681,bio-statin,BN,0
219615,renese-r,BN,0
218365,micro-k,BN,0
93028,k-tab,BN,0
217905,klor-con,BN,0
968467,verticillium albo-atrum extract,IN,0
904498,carob allergenic extract,IN,0
1921132,carprochews,BN,0
1919495,caprieve,BN,0
892368,carrot allergenic extract,IN,0
892604,casein (cow milk) allergenic extract,IN,0
862460,casein allergenic extract,IN,0
892526,cashew nut allergenic extract,IN,0
886638,cat flea allergenic extract,IN,0
1243247,gold bond foot powder maximum strength,BN,0
1487424,red lion relief,BN,0
1597077,gold bond pain relieving foot,BN,0
845525,"japanese encephalitis virus vaccine, inactivated",IN,0
891676,string bean allergenic extract,IN,0
852132,sugar beet pollen extract,IN,0
49610,engerix-b,BN,0
1592784,parid,BN,0
993773,agri-mectin,BN,0
1435498,iver-on,BN,0
900777,japanese black pine pollen extract,IN,0
852136,johnson grass pollen extract,IN,0
1489406,equi-block lt formula,BN,0
852128,johnson grass smut extract,IN,0
857486,soothables kapd,BN,0
214953,absorbine jr.,BN,0
792095,aspercreme heat pain relieving,BN,0
1439983,therafreeze,BN,0
1433685,youngevity invision cm cream,BN,0
1363896,berri-freez,BN,0
998598,analgesic balm grx,BN,0
1358718,foot rehab pain & moisture,BN,0
853125,blue-emu pain relief,BN,0
94296,thera-gesic,BN,0
857211,oral-b neutra,BN,0
991010,denticare denti foam,BN,0
1363553,pcxx neutral foam,BN,0
1650691,60 second taste,BN,0
1193236,zooby fluoride foam,BN,0
217168,flura-loz,BN,0
762595,typhoid vaccine live ty21a,IN,0
891830,banana allergenic extract,IN,0
904859,barley (whole grain) allergenic extract,IN,0
862453,barley allergenic extract,IN,0
968492,barley smut extract,IN,0
899355,basil allergenic extract,IN,0
852419,beech pollen extract,IN,0
892599,beef allergenic extract,IN,0
972689,beef liver allergenic extract,IN,0
544199,c-tanna 12,BN,0
353007,tannic-12 s,BN,0
217169,flura-tab,BN,0
1192852,nasal asalt,BN,0
218843,ocean brand of sodium chloride,BN,0
1595659,trav-l-tabs,BN,0
798992,maxifed reformulated jul 2008,BN,0
605003,ambifed-g,BN,0
1654667,despec reformulated jun 2015,BN,0
798971,ambifed reformulated jul 2008,BN,0
262237,feosol caplet,BN,0
284897,travel-ease,BN,0
1372658,naus-ease,BN,0
1673792,wal-dram 2,BN,0
1242765,aqua maris,BN,0
257844,mefenamate,IN,0
466542,"nitrofurantoin, macrocrystals / nitrofurantoin, monohydrate",MIN,0
214901,a-200 lice control,BN,0
220198,tegrin-lt lice spray,BN,0
1945202,na-zone,BN,0
707344,hyper-sal,BN,0
215497,ayr saline nasal,BN,0
895265,poly hist cb,BN,0
975763,dill allergenic extract,IN,0
1361688,neutraphorus rex skin protectant,BN,0
1540019,broncomar expectorant,BN,0
833079,smallpox vaccine live vaccinia virus,IN,0
889669,smelt allergenic extract,IN,0
852217,smooth brome pollen extract,IN,0
885750,southern ragweed pollen extract,IN,0
219820,scot-tussin,BN,0
636286,triaminic chest congestion reformulated nov 2006,BN,0
1425342,wal-tussin chest congestion,BN,0
705754,allfen jr,BN,0
900731,slash pine pollen extract,IN,0
1421653,spec-tuss,BN,0
1251889,chem-star recover,BN,0
260020,horse chestnut seed,IN,0
284637,hylan g-f 20,IN,0
979538,isoditrate,BN,0
217794,ismotic pb,BN,0
1874175,maxrevive,BN,0
833083,acam2000,BN,0
851882,sisal fiber extract,IN,0
1364535,normlshield,BN,0
899434,herring allergenic extract,IN,0
1424290,new-skin scar fade,BN,0
1483137,mederma stretch mark therapy,BN,0
1745856,lantiseptic nourishing skin,BN,0
1789528,aveeno active naturals daily moisturizing,BN,0
1293282,boudreauxs rash protector,BN,0
1302747,footlogix moisturizing diabetic formula,BN,0
261588,nabi-hb,BN,0
899476,honeydew melon allergenic extract,IN,0
997261,sipuleucel-t,IN,0
971932,oat allergenic extract,IN,0
968475,oat loose smut extract,IN,0
899466,onion allergenic extract,IN,0
966696,orange pekoe tea allergenic extract,IN,0
897403,orange pollen extract,IN,0
851878,orchard grass pollen extract,IN,0
852306,silver ragweed pollen extract,IN,0
851949,cat skin extract,IN,0
886637,dog flea allergenic extract,IN,0
867218,dogfennel pollen extract,IN,0
852605,koelers grass pollen extract,IN,0
976711,perch allergenic extract,IN,0
852819,perennial rye grass pollen extract,IN,0
219050,pain-a-lay gargle,BN,0
217186,forma-ray,BN,0
974527,thyme allergenic extract,IN,0
220719,vagistat-1,BN,0
1494816,pedia-lax probiotic,BN,0
999520,ez-ox,BN,0
215260,anadrol-50,BN,0
7813,oxymetholone,IN,0
1607969,terra-vet,BN,0
285056,compro,BN,0
1251721,eazi-breed cidr,BN,0
220976,yf-vax,BN,0
804187,"yellow-fever virus vaccine, 17d-204 strain",IN,0
236801,yohimbe bark preparation,IN,0
852376,black cottonwood pollen extract,IN,0
891637,kidney bean allergenic extract,IN,0
852617,karaya gum extract,IN,0
904554,karaya gum allergenic extract,IN,0
605082,a.e.r. witch hazel,BN,0
224933,oxandrin,BN,0
7779,oxandrolone,IN,0
1303126,rayos,BN,0
852404,stemphylium extract,IN,0
867349,stemphylium solani extract,IN,0
1433507,veta-k1,BN,0
895817,tucks,BN,0
54536,pepto-bismol,BN,0
852315,kapok tree fiber extract,IN,0
643938,soothe regular strength,BN,0
643933,soothe maximum strength,BN,0
1439939,estomax,BN,0
643162,soothe caplets,BN,0
643166,soothe chewable,BN,0
899645,bitternut hickory pollen extract,IN,0
284859,eescula,BN,0
867325,black locust pollen extract,IN,0
899363,black pepper allergenic extract,IN,0
891695,black walnut allergenic extract,IN,0
705892,a+d original,BN,0
545038,salix - substance,BN,0
892499,tomato allergenic extract,IN,0
851890,tree of heaven pollen extract,IN,0
38555,triazulenone,IN,0
284780,micardis-hct,BN,0
404977,de-chlor mr,BN,0
219013,p-v-tussin,BN,0
1536685,dr. smith's rash and skin,BN,0
891687,english walnut allergenic extract,IN,0
1603512,dermafix lanolin,BN,0
89887,latrodectus mactans antivenin,IN,0
314682,"lente insulin, beef-pork",IN,0
227713,8-mop,BN,0
729596,methoxy polyethylene glycol-epoetin beta,IN,0
29897,methylmethacrylate,IN,0
850436,gavilyte-c,BN,0
852355,fremont cottonwood pollen extract,IN,0
974140,english sole allergenic extract,IN,0
899611,blue beech pollen extract,IN,0
617629,loving lotion,BN,0
900704,blue spruce pollen extract,IN,0
892181,bluefish allergenic extract,IN,0
352639,exotic-hc,BN,0
1245177,e-z scrub with ultradex,BN,0
617437,care-creme,BN,0
617443,caricia care,BN,0
617502,barri-care,BN,0
253166,"synthetic conjugated estrogens, a",IN,0
900999,pin oak pollen extract,IN,0
618365,"synthetic conjugated estrogens, b",IN,0
218863,ogen,BN,0
971849,lamb allergenic extract,IN,0
852237,lambs quarters pollen extract,IN,0
852096,lens scale pollen extract,IN,0
867284,phoma exigua var. exigua extract,IN,0
899650,pignut hickory pollen extract,IN,0
217943,lac-dose,BN,0
219878,ser-ap-es,BN,0
895503,domestic goat hair extract,IN,0
597392,human vaccinia immune globulin,IN,0
901303,sweet cherry allergenic extract,IN,0
901307,sweet potato allergenic extract,IN,0
851898,sweet vernal grass pollen extract,IN,0
901283,swordfish allergenic extract,IN,0
851902,tag alder pollen extract,IN,0
900131,tamarack pollen extract,IN,0
901346,tapioca starch allergenic extract,IN,0
669620,st-37,BN,0
702506,dermarest poison ivy,BN,0
852834,kentucky bluegrass pollen extract,IN,0
1605769,vetaket,BN,0
1301255,ketathesia,BN,0
1551478,ketofen,BN,0
6774,mersalyl,IN,0
1539686,omtryg,BN,0
646341,zegerid reformulated aug 2006,BN,0
900045,oregon ash pollen extract,IN,0
901203,sunflower seed allergenic extract,IN,0
852509,sunflower pollen extract,IN,0
217484,halotestin,BN,0
973274,oyster allergenic extract,IN,0
852252,domestic goat skin extract,IN,0
217378,goniosoft,BN,0
864701,influenza a-california-7-2009-(h1n1)v-like virus vaccine,IN,0
631657,"insulin human, rdna origin",IN,0
235278,"insulin, protamine zinc, beef",IN,0
59744,interferon alfacon-1,IN,0
72257,interferon beta-1b,IN,0
42837,p-aminohippurate,IN,0
285133,carac,BN,0
718967,pafuramidine,IN,0
852359,palo verde pollen extract,IN,0
215374,aqua-ban,BN,0
899576,paper birch pollen extract,IN,0
544837,doxy,BN,0
1666093,mondoxyne,BN,0
217161,fluor-op,BN,0
544594,sski brand of potassium iodide,BN,0
636183,ceo-two,BN,0
216867,efodine,BN,0
891658,peanut allergenic extract,IN,0
892620,egg yolk (chicken) allergenic extract,IN,0
972601,eggplant allergenic extract,IN,0
851894,iodine bush pollen extract,IN,0
900517,excel 3 in 1,BN,0
27825,iron succinyl milk protein complex,IN,0
32926,paregoric,IN,0
892569,pea allergenic extract,IN,0
899883,pear allergenic extract,IN,0
904507,egg (chicken) allergenic extract,IN,0
892332,pecan allergenic extract,IN,0
1495179,sentry anti-diarrhea,BN,0
59768,pegademase bovine,IN,0
120608,peginterferon alfa-2a,IN,0
1923322,nolix,BN,0
4501,flurazepam,IN,0
1922330,cnj-016,BN,0
892616,egg white (chicken) allergenic extract,IN,0
892851,duck feather extract,IN,0
216094,clinidine,BN,0
158660,proxigermanium,IN,0
1376389,loris,BN,0
1544179,pro-tec gold,BN,0
1659943,apocreme,BN,0
1306139,vagi-gard douche,BN,0
1593726,sotylize,BN,0
968123,stachybotrys chartarum allergenic extract,IN,0
1247259,b-natal,BN,0
224901,cefzil,BN,0
972037,duck allergenic extract,IN,0
892372,celery allergenic extract,IN,0
20599,cesium chloride,IN,0
852225,cheat grass pollen extract,IN,0
862461,cherry allergenic extract,IN,0
900995,chesnut oak pollen extract,IN,0
892653,chicken allergenic extract,IN,0
894934,chicken feather extract,IN,0
807244,despec sr reformulated sep 2008,BN,0
1490016,duravent pe,BN,0
605663,men-phor,BN,0
723736,phillips' cramp-free,BN,0
883459,pumpkin allergenic extract,IN,0
852343,quackgrass pollen extract,IN,0
867353,queen palm pollen extract,IN,0
900754,red pine pollen extract,IN,0
889646,red snapper allergenic extract,IN,0
851870,redtop grass pollen extract,IN,0
219570,r a acne,BN,0
892661,rice (whole grain) allergenic extract,IN,0
901337,rice allergenic extract,IN,0
314684,"insulin, protamine lispro, human",IN,0
400008,"insulin, glulisine, human",IN,0
236646,"insulin, protamine zinc, human",IN,0
314686,"insulin, regular, beef",IN,0
607760,mag-delay,BN,0
218160,mag 64,BN,0
352638,ex-lax milk of magnesia,BN,0
1491790,magmex,BN,0
899770,millet seed allergenic extract,IN,0
900148,giant wild rye pollen extract,IN,0
895070,mongolian gerbil skin allergenic extract,IN,0
750177,neocidin solution,BN,0
217253,ganite,BN,0
899414,garlic allergenic extract,IN,0
337068,methyl 5-aminolevulinate,IN,0
1549155,aspi-rub,BN,0
1190429,pedia-lax liquid glycerin suppositories,BN,0
1251053,sani-supp,BN,0
1437970,glycate,BN,0
237116,grape seed extract,IN,0
852704,date palm pollen extract,IN,0
259274,milk thistle seed extract,IN,0
283580,milk thistle seed,IN,0
7244,nandrolone,IN,0
849730,aleve-d,BN,0
851994,timothy grass pollen extract,IN,0
219113,paser d/r,BN,0
896246,dark leaved mugwort pollen extract,IN,0
94474,uro-mag,BN,0
890855,magmilax,BN,0
825432,aquatab d reformulated dec 2008,BN,0
93204,mag-ox 400,BN,0
1541105,hydraclear,BN,0
1789194,natural acne solutions daily moisturizing,BN,0
1735529,proactiv plus retexturizing,BN,0
1789466,natural acne solutions maximum strength spot treatment,BN,0
1789246,proactiv plus clarifying night,BN,0
1234590,clearskin professional daily correcting,BN,0
1235775,psoracare,BN,0
1235492,sebrx acne control,BN,0
1310058,reversion acne control toner,BN,0
897499,scotch broom pollen extract,IN,0
900764,scotch pine pollen extract,IN,0
891771,apple allergenic extract,IN,0
895574,apricot allergenic extract,IN,0
995703,dendryphiella vinosa allergenic extract,IN,0
851981,desert ragweed pollen extract,IN,0
892855,rescon-mx reformulated jan 2010,BN,0
900618,rescon jr reformulated feb 2010,BN,0
1424607,psocleer,BN,0
1421622,proactiv solution blackhead dissolving,BN,0
1436156,pedi-quick,BN,0
797886,oxy balance cleansing,BN,0
643130,wal-proxen,BN,0
688881,neosporin plus maximum strength cream,BN,0
218680,neosporin g. u. irrigant,BN,0
1540336,baclezene,BN,0
332,adipex-p,BN,0
1365694,equi-phar,BN,0
220049,stri-dex,BN,0
797896,oxy clean,BN,0
1436150,visco-gel,BN,0
1250653,nexiclear acne treatment,BN,0
1245947,complexion clear,BN,0
1856431,oxy maximum action treatment pad,BN,0
218439,mosco corn & callus remover,BN,0
94028,sal-plant gel,BN,0
220930,wart-off treatment,BN,0
1359274,clearasil daily clear hydrating lotion,BN,0
851942,canyon ragweed pollen extract,IN,0
892517,cantaloupe allergenic extract,IN,0
894961,canary feather extract,IN,0
217119,fiber tab,BN,0
237058,thonzonium,IN,0
1440022,dove dermaseries eczema,BN,0
1486168,end-itch,BN,0
1745094,after-bug,BN,0
1193306,neosporin moisturizing,BN,0
901191,concord grape allergenic extract,IN,0
895353,cootamundra wattle pollen extract,IN,0
993341,sentry aq mardel aquari-sol,BN,0
668896,buckleys mixture,BN,0
219823,scot-tussin dm cough chasers,BN,0
702747,codrix,BN,0
218348,mi-acid,BN,0
216558,di-gel,BN,0
215534,baci-im,BN,0
892674,baker's yeast allergenic extract,IN,0
215872,capsin,BN,0
284923,zostrix sports,BN,0
216244,cortisporin-tc,BN,0
692677,wal-finate,BN,0
202384,chlor-trimeton,BN,0
1812105,vital vapor,BN,0
405357,theraflu vapor stick,BN,0
1421895,mata balm,BN,0
1432776,chapice,BN,0
1439970,carmex original balm,BN,0
1487157,bioease pain relieving cold therapy,BN,0
1494217,flex24 performance,BN,0
1722360,china-gel,BN,0
215855,campho-phenique,BN,0
216015,chlo-amine,BN,0
1432781,chapice with phenol,BN,0
1873622,goldie's pain off,BN,0
877058,benadryl children's anti-itch,BN,0
1601546,flex24,BN,0
1305866,band-aid anti-itch,BN,0
967033,candida tropicalis allergenic extract,IN,0
215124,aller-chlor,BN,0
730021,arthricare for women moisturizing,BN,0
794241,capzasin-hp,BN,0
261545,icy hot with capsaicin,BN,0
1442857,dermagran gp,BN,0
215976,"magnesium, chelated",IN,0
235574,"measles virus vaccine,live attenuated",IN,0
477468,morphine liposomal,IN,0
314415,mucor plumbeus allergenic extract,IN,0
42405,muromonab-cd3,IN,0
220619,uni salve,BN,0
1427961,welmedix homecare pro fragile skin,BN,0
805573,"rotavirus vaccine, live attenuated, g1p[8] human 89-12 strain",IN,0
218163,mag-g,BN,0
852367,russian olive pollen extract,IN,0
349948,sarracenia purpurea preparation,IN,0
236368,sarsaparilla preparation,IN,0
618442,tiaprofenate,IN,0
978636,superdent hemal,BN,0
999388,topical hemo-stat,BN,0
672190,hemox a,BN,0
218184,magtrate,BN,0
643139,l-formula,BN,0
1489401,equi-block original,BN,0
388471,carbomer-980,IN,0
669367,azo-cranberry,BN,0
2907,creatine,IN,0
1441549,derma gran,BN,0
1244524,vazobid-pd,BN,0
804579,brovex pb,BN,0
219904,siltane,BN,0
748663,respa-br,BN,0
876668,d-vi-sol,BN,0
220334,tofranil-pm,BN,0
1788853,decalcitrol,BN,0
852264,curvularia extract,IN,0
202816,sandimmune,BN,0
643099,wal-profen,BN,0
165786,midol cramps & bodyaches,BN,0
850404,ibuprohm,BN,0
900435,ultraprin,BN,0
729220,sutan suspension,BN,0
1293403,rescon tablets,BN,0
862475,goat milk allergenic extract,IN,0
860527,su-tuss hd,BN,0
1424245,quarter mate,BN,0
1442576,edx-102,BN,0
1442571,edx-1000,BN,0
1248596,udderblend,BN,0
1441743,edx-502,BN,0
1291667,monarch iodine,BN,0
1247234,i-deal,BN,0
1251894,chem-star alltra-dine,BN,0
1293953,dermafive,BN,0
1251673,chem-star io-soft 500,BN,0
605691,nicomide-t,BN,0
352799,nicoderm c-q,BN,0
966995,phoma destructiva allergenic extract,IN,0
852756,phoma extract,IN,0
975996,phoma glomerata allergenic extract,IN,0
405148,infantaire gas relief,BN,0
217264,gas-x extra strength,BN,0
1423948,quartermate concentrate,BN,0
999919,iodoshield,BN,0
993277,eco-plus,BN,0
991311,legend-hc teat dip,BN,0
902307,teat-glo,BN,0
1370740,a & l laboratories 10 mix 10,BN,0
1423941,bovadine,BN,0
991303,eco-soft,BN,0
991295,choremate one-shot,BN,0
1367099,aloe-dip,BN,0
1423931,west dip,BN,0
1435875,bovapro,BN,0
993266,teat guard,BN,0
1376446,barrier-dyne,BN,0
1370735,a & l laboratories protect,BN,0
991299,eco-gard,BN,0
991307,legend teat dip,BN,0
991285,io-shield,BN,0
1422908,della soft,BN,0
991291,optima plus,BN,0
218259,maximum strength mylanta gas,BN,0
217263,gas-x,BN,0
352663,gas aide,BN,0
261639,rescon-gg,BN,0
901199,sesame seed allergenic extract,IN,0
852087,shad scale pollen extract,IN,0
852221,shagbark hickory pollen extract,IN,0
896135,short ragweed pollen extract,IN,0
852709,shortleaf pine pollen extract,IN,0
892592,shrimp allergenic extract,IN,0
656792,j-max,BN,0
796940,despec reformulated jun 2008,BN,0
761948,senna-time,BN,0
1370428,baczol expectorant,BN,0
1485600,mucinex stuffy nose & cold,BN,0
727592,mydocs,BN,0
405175,liquibid-pd,BN,0
218037,liquibid-d,BN,0
542745,lusonex,BN,0
708136,d-phen,BN,0
796407,pedia-lax,BN,0
217016,ex-lax maximum relief formula,BN,0
352404,alka-seltzer anti-gas,BN,0
215480,auraphene-b,BN,0
603285,mi-acid gas relief,BN,0
1251471,ez2go zero,BN,0
218708,neut brand of sodium bicarbonate,BN,0
1243578,giazo,BN,0
215861,cank-oxide,BN,0
216827,e-r-o,BN,0
218421,mollifene,BN,0
1245623,clearcanal,BN,0
217013,ex-lax chocolated,BN,0
203223,digoxin antibodies fab fragments,IN,0
993345,safe-guard,BN,0
4336,sublimaze,BN,0
151678,duragesic,BN,0
216736,dr caldwell laxative,BN,0
217140,fletchers castoria,BN,0
217017,ex-lax regular strength pills,BN,0
218580,nalex expectorant,BN,0
216748,drituss hd,BN,0
882485,goose allergenic extract,IN,0
404976,de-chlor g,BN,0
895279,rat skin extract,IN,0
851914,red alder pollen extract,IN,0
901329,red bell pepper allergenic extract,IN,0
972480,red currant allergenic extract,IN,0
895588,red delicious apple allergenic extract,IN,0
854163,european honey bee venom protein,IN,0
852148,river birch pollen extract,IN,0
892638,rye allergenic extract,IN,0
901195,safflower seed allergenic extract,IN,0
93108,"insulin, zinc, pork",IN,0
5879,interferon alfa-2a,IN,0
5880,interferon alfa-2b,IN,0
612937,interferon alfa-n3,IN,0
75917,interferon beta-1a,IN,0
5882,interferon gamma-1b,IN,0
151653,doans,BN,0
218815,nuprin backache,BN,0
830464,"rabies virus vaccine wistar strain pm-1503-3m (human), inactivated",IN,0
830457,rabies virus vaccine flury-lep strain,IN,0
867315,rabbit skin extract,IN,0
897332,groundsel pollen extract,IN,0
894783,goose feather extract,IN,0
894795,grain mill dust allergenic extract,IN,0
892360,grain moth extract,IN,0
852197,grama grass pollen extract,IN,0
899424,grapefruit allergenic extract,IN,0
852178,gray birch pollen extract,IN,0
862478,green bell pepper allergenic extract,IN,0
974741,mosquito allergenic extract,IN,0
851969,rabbit bush pollen extract,IN,0
852029,mugwort sage pollen extract,IN,0
899593,mulberry pollen extract,IN,0
891647,mung bean allergenic extract,IN,0
899452,mustard greens allergenic extract,IN,0
852205,mustard pollen extract,IN,0
899456,mustard seed allergenic extract,IN,0
813859,rabbit allergenic extract,IN,0
218164,mag-tab sr,BN,0
867274,neurospora intermedia allergenic extract,IN,0
215526,b3-500-gr,BN,0
852806,salt cedar pollen extract,IN,0
405033,dytan-d,BN,0
1922722,wal-dryl-d allergy,BN,0
262115,derma-pax,BN,0
4256,factor viia,IN,0
1488296,tretten,BN,0
892584,salmon allergenic extract,IN,0
36118,salmon calcitonin,IN,0
852329,salt grass pollen extract,IN,0
891633,hazelnut allergenic extract,IN,0
851955,sandbur ragweed pollen extract,IN,0
974129,sardine allergenic extract,IN,0
899916,scallop allergenic extract,IN,0
203414,gris-peg,BN,0
630705,hydrofed,BN,0
700758,nazarin hc,BN,0
607431,simuc-hd,BN,0
852281,hazelnut pollen extract,IN,0
895062,hamster skin extract,IN,0
215511,b-3-50,BN,0
968413,trichophyton rubrum allergenic extract,IN,0
219957,slo-niacin,BN,0
218494,murocoll 2,BN,0
864086,medicone hemorrhoidal,BN,0
220388,tri-chlor,BN,0
968197,trichoderma harzianum extract,IN,0
968401,trichoderma viride allergenic extract,IN,0
867357,trichophyton mentagrophytes extract,IN,0
968422,trichophyton schoenleinii allergenic extract,IN,0
26412,halazepam,IN,0
891776,artichoke allergenic extract,IN,0
891796,asparagus allergenic extract,IN,0
854082,aspergillus niger var. niger extract,IN,0
219651,rheaban maximum strength,BN,0
894868,toxi-sorb,BN,0
895582,avocado allergenic extract,IN,0
899428,haddock allergenic extract,IN,0
701329,benadryl-d allergy and sinus,BN,0
1087034,wal-dryl-d,BN,0
321876,thrombin-jmi,BN,0
23419,dipropizine,IN,0
1053203,hands first 4 in 1,BN,0
3210,deoxyribonucleases,IN,0
805520,"influenza virus vaccine, inactivated a-brisbane-10-2007 (h3n2)-like virus (a-uruguay-716-2007 nymc x-175c) strain",IN,0
805524,"influenza virus vaccine, inactivated, b-florida-4-2006-like virus (b-florida-4-2006) strain",IN,0
857917,"influenza virus vaccine, inactivated a-brisbane-59-2007, ivr-148 (h1n1) strain",IN,0
1007983,"influenza virus vaccine, inactivated a-brisbane-10-2007 (h3n2)-like virus (a-uruguay-716-2007 nymc x-175c) strain / influenza virus vaccine, inactivated a-brisbane-59-2007, ivr-148 (h1n1) strain / influenza virus vaccine, inactivated, b-florida-4-2006-like virus (b-florida-4-2006) strain",MIN,0
236614,butcher's broom preparation,IN,0
1189625,normosol-r in 5 % dextrose,BN,0
1189653,plasma-lyte 148 in 5 % dextrose,BN,0
1189669,plasma-lyte m in 5 % dextrose,BN,0
1189679,plasma-lyte r in 5 % dextrose,BN,0
801006,normosol-m,BN,0
1189664,plasma-lyte 56 in 5 % dextrose,BN,0
1799173,vitron-c reformulated jul 2016,BN,0
217852,k-phos neutral,BN,0
26346,gugulu extract,IN,0
349908,"calcium carbonate, precipitated",IN,0
236795,demelverin,IN,0
21113,cinametic acid,IN,0
28456,lapyrium,IN,0
1313753,gold bond baby cornstarch plus,BN,0
220703,uroqid-acid no.2,BN,0
314666,hydrastis preparation,IN,0
314784,yellow phenolphthalein,IN,0
319815,bryonia preparation,IN,0
1007895,bryonia preparation / hydrastis preparation / yellow phenolphthalein,MIN,0
20615,cetyl alcohol,IN,0
217826,itch-x,BN,0
236718,sulfonated phenol,IN,0
25231,fomocain,IN,0
10597,tilidine,IN,0
235812,hexylnicotinate,IN,0
236149,amyl salicylate,IN,0
1007913,amyl salicylate / hexylnicotinate,MIN,0
14699,dihydroxybutyl ether,IN,0
15850,5-methyl-8-hydroxyquinoline,IN,0
1094380,arth-rx,BN,0
1039144,cepacol sore throat plus coating,BN,0
236314,guaiacol ethylglycolate,IN,0
800477,clinimix e 4.25/25,BN,0
1008030,dipropizine / guaiacol ethylglycolate,MIN,0
809822,betoptic pilo,BN,0
21945,cycloadiphenine,IN,0
328141,angelica sinensis preparation,IN,0
1749,bromazepam,IN,0
259266,hops extract,IN,0
262263,skullcap preparation,IN,0
2284,cetrimides,IN,0
29006,lyapolate,IN,0
618974,4-aminobenzoate,IN,0
47630,calcium polystyrene sulfonate product,IN,0
91498,"liver,desiccated",IN,0
1290941,ivy dry super continuous spray,BN,0
753292,ivy-dry cream,BN,0
852298,guinea pig skin extract,IN,0
895507,guinea pig hair extract,IN,0
1008160,guinea pig hair extract / guinea pig skin extract,MIN,0
852256,domestic cow skin extract,IN,0
7839,p-hydroxyamphetamine,IN,0
1008099,bovine cartilage extract / shark cartilage extract,MIN,0
47295,bovine cartilage extract,IN,0
857919,"influenza virus vaccine, inactivated a-uruguay-716-2007, nymc x-175c (h3n2) strain",IN,0
797629,neisseria meningitidis serogroup a capsular polysaccharide diphtheria toxoid protein conjugate vaccine,IN,0
797631,neisseria meningitidis serogroup c capsular polysaccharide diphtheria toxoid protein conjugate vaccine,IN,0
797633,neisseria meningitidis serogroup w-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,IN,0
797635,neisseria meningitidis serogroup y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,IN,0
1008034,neisseria meningitidis serogroup a capsular polysaccharide diphtheria toxoid protein conjugate vaccine / neisseria meningitidis serogroup c capsular polysaccharide diphtheria toxoid protein conjugate vaccine / neisseria meningitidis serogroup w-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine / neisseria meningitidis serogroup y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,MIN,0
1600374,blistex kanka solution,BN,0
1008049,penicillin g benzathine / penicillin g sodium,MIN,0
1008054,"influenza virus vaccine, inactivated a-brisbane-59-2007, ivr-148 (h1n1) strain / influenza virus vaccine, inactivated a-uruguay-716-2007, nymc x-175c (h3n2) strain / influenza virus vaccine, inactivated b-brisbane-60-2008 strain",MIN,0
37422,sunflower seed oil,IN,0
897060,temaril-p,BN,0
19860,butalbital,IN,0
851926,careless weed pollen extract,IN,0
851930,redroot pigweed pollen extract,IN,0
1008063,careless weed pollen extract / redroot pigweed pollen extract,MIN,0
1607001,niva-fol,BN,0
236512,aminohydroxybutyric acid,IN,0
