name,tty
Calcium Carbonate / Cholecalciferol / Vitamin K,MIN
Docosahexaenoate / Lutein / Vitamin E,MIN
Vitamin A / Vitamin D,MIN
Cholecalciferol / Cod Liver Oil / Docosahexaenoate / Eicosapentaenoate / Vitamin A,MIN
Ascorbic Acid / Cholecalciferol / ferrous sulfate / Sodium Fluoride / Vitamin A,MIN
Ascorbic Acid / Cholecalciferol / Vitamin A,MIN
Calcium Carbonate / Vitamin B 12,MIN
Cholecalciferol / Folic Acid / pyridoxine / Riboflavin / Vitamin B 12,MIN
Calcium Carbonate / Vitamin D,MIN
Calcium Carbonate / Ferrous fumarate / Vitamin D,MIN
Calcium Carbonate / magnesium carbonate / Vitamin D,MIN
Calcium Carbonate / Cholecalciferol / Magnesium Oxide / Zinc Oxide,MIN
Tocotrienols / Vitamin E,MIN
Quinine / Vitamin E,MIN
idebenone / Vitamin E,MIN
Cholecalciferol / Vitamin E,MIN
Linseed Oil / Vitamin E,MIN
Petrolatum / Vitamin E,MIN
Glycopyrrolate / indacaterol,MIN
Amiloride / Bumetanide,MIN
Glyburide / Metformin,MIN
Calcium Carbonate / Magnesium Chloride,MIN
Chlordiazepoxide / clidinium,MIN
Chlorhexidine / Chlorobutanol,MIN
Chlorhexidine / Isopropyl Alcohol,MIN
Chlorhexidine / Neomycin,MIN
Acetaminophen / Caffeine / Magnesium Salicylate,MIN
Calcium Carbonate / Glycine,MIN
Dexamethasone / tramazoline,MIN
Codeine / Guaifenesin / Phenylephrine,MIN
Amylases / Papain,MIN
Aspirin / Caffeine / salicylamide,MIN
Aspirin / Carisoprodol / Codeine,MIN
Aspirin / Carisoprodol,MIN
Aspirin / Chlorpheniramine / Phenylephrine,MIN
Activated Charcoal / Simethicone,MIN
Calcium Carbonate / Famotidine / Magnesium Hydroxide,MIN
Aspirin / Caffeine / Propoxyphene,MIN
Aspirin / Caffeine / Orphenadrine,MIN
Codeine / Ibuprofen,MIN
Acetaminophen / salicylamide,MIN
Chlorpheniramine / Phenylephrine / Phenylpropanolamine / Pyrilamine,MIN
Acetic Acid / Hydrocortisone,MIN
Amoxicillin / Clavulanate,MIN
Chlorpheniramine / Methscopolamine / Pseudoephedrine,MIN
Benzocaine / resorcinol,MIN
Benzocaine / trimethobenzamide,MIN
Benzoyl Peroxide / Clindamycin,MIN
Benzoyl Peroxide / Hydrocortisone,MIN
Clioquinol / Flumethasone,MIN
Clioquinol / fluocinolone,MIN
Bisoprolol / Hydrochlorothiazide,MIN
Atropine / Morphine,MIN
Atropine / Edrophonium,MIN
Aspirin / Citric Acid / Sodium Bicarbonate,MIN
Codeine / Kaolin,MIN
Aspirin / Codeine,MIN
Calcium Carbonate / Magnesium Hydroxide,MIN
Chlorothiazide / Reserpine,MIN
Clopamide / Pindolol,MIN
Acetaminophen / Aspirin,MIN
Coal Tar / Lecithin,MIN
"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated",MIN
"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis fimbriae 2/3 vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated",MIN
Chlorothiazide / Methyldopa,MIN
"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis fimbriae 2/3 vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",MIN
Dexamethasone / Neomycin,MIN
Acetaminophen / Aspirin / Caffeine / salicylamide,MIN
Dexamethasone / Neomycin / Polymyxin B,MIN
Aspirin / butalbital / Caffeine / Codeine,MIN
Aspirin / butalbital / Caffeine,MIN
Aspirin / phenyltoloxamine,MIN
"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",MIN
Acetaminophen / Brompheniramine / Pseudoephedrine,MIN
Calcium Carbonate / Sodium Fluoride,MIN
Calcium Carbonate / Sodium Bicarbonate,MIN
Atovaquone / Proguanil,MIN
Atenolol / Nifedipine,MIN
Acebutolol / Hydrochlorothiazide,MIN
Atenolol / Chlorthalidone,MIN
Atenolol / Bendroflumethiazide,MIN
Antazoline / xylometazoline,MIN
Aspirin / Dipyridamole,MIN
Aspirin / Hydrocodone,MIN
Aspirin / Meprobamate,MIN
Aspirin / Methocarbamol,MIN
Aspirin / Oxycodone Hydrochloride / oxycodone terephthalate,MIN
Betamethasone / Neomycin,MIN
Betamethasone / calcipotriene,MIN
Acetaminophen / Caffeine / Chlorpheniramine / Phenylephrine,MIN
Calcium Carbonate / Simethicone,MIN
Calcium Carbonate / Magnesium Hydroxide / Simethicone,MIN
Codeine / Phenylephrine / Promethazine,MIN
Codeine / Phenylephrine / Pyrilamine,MIN
Codeine / Phenylephrine,MIN
Acetaminophen / Pentazocine,MIN
Acetaminophen / Promethazine,MIN
Acetaminophen / Propoxyphene,MIN
Betamethasone / Clotrimazole / Gentamicin,MIN
Chlorthalidone / Clonidine,MIN
Benzocaine / Dequalinium,MIN
Diltiazem / Enalapril,MIN
Benzocaine / Docusate,MIN
Acetaminophen / Codeine,MIN
Acetaminophen / Codeine / Pseudoephedrine,MIN
Colistin / Hydrocortisone / Neomycin / THONZONIUM,MIN
Ciprofloxacin / Dexamethasone,MIN
Ciprofloxacin / Hydrocortisone,MIN
Camphor / phenol,MIN
Caffeine / Dimenhydrinate / Ergotamine,MIN
alogliptin / Metformin,MIN
alogliptin / pioglitazone,MIN
Cresol / Formaldehyde,MIN
Amiloride / Furosemide,MIN
Amiloride / Hydrochlorothiazide,MIN
Benzoate / Caffeine,MIN
Cyclopenthiazide / Oxprenolol,MIN
Carbon Dioxide / Nitrogen,MIN
Carbidopa / entacapone / Levodopa,MIN
Budesonide / formoterol,MIN
Cilastatin / Imipenem,MIN
Brompheniramine / Hydrocodone / Pseudoephedrine,MIN
Cilazapril / Hydrochlorothiazide,MIN
Bendroflumethiazide / Nadolol,MIN
Belladonna Alkaloids / Opium,MIN
Belladonna Alkaloids / Ergotamine / Phenobarbital,MIN
Aluminum Hydroxide / magnesium carbonate,MIN
Cromolyn / xylometazoline,MIN
Brompheniramine / Codeine,MIN
Brompheniramine / Codeine / Pseudoephedrine,MIN
Dextromethorphan / Pheniramine / Phenylephrine,MIN
Colchicine / Probenecid,MIN
Citric Acid / potassium citrate / sodium citrate,MIN
Citric Acid / potassium citrate,MIN
Citric Acid / sodium citrate,MIN
Acetaminophen / dexbrompheniramine / Pseudoephedrine,MIN
Acetaminophen / dichloralphenazone / isometheptene,MIN
Acetaminophen / isometheptene,MIN
Amobarbital / Secobarbital,MIN
Atropine / pralidoxime,MIN
Benzyl Alcohol / Menthol,MIN
Benzocaine / boric acid,MIN
Benzocaine / phenol,MIN
Allantoin / Coal Tar,MIN
Allantoin / Camphor / phenol,MIN
Acetaminophen / Chlorpheniramine / Codeine / Pseudoephedrine,MIN
Acetaminophen / Chlorpheniramine / Codeine / Phenylephrine,MIN
Citric Acid / potassium bicarbonate / Sodium Bicarbonate,MIN
Amiloride / Cyclopenthiazide,MIN
Citric Acid / Gluconolactone / magnesium carbonate,MIN
Amlodipine / valsartan,MIN
Codeine / dexchlorpheniramine / Phenylephrine,MIN
Diphenhydramine / Hydrocodone / Phenylephrine,MIN
Diphenhydramine / Ibuprofen,MIN
Acetaminophen / butalbital / Caffeine / Codeine,MIN
Codeine / Pyrilamine,MIN
Codeine / Pseudoephedrine / Pyrilamine,MIN
Amitriptyline / Chlordiazepoxide,MIN
Amitriptyline / Perphenazine,MIN
Amlodipine / Hydrochlorothiazide / valsartan,MIN
Codeine / Promethazine,MIN
Amlodipine / atorvastatin,MIN
Chlorpheniramine / Phenylpropanolamine,MIN
Amlodipine / benazepril,MIN
Chlorpheniramine / Phenylephrine / phenyltoloxamine,MIN
Amlodipine / telmisartan,MIN
Caffeine / Ergotamine,MIN
glimepiride / pioglitazone,MIN
glimepiride / rosiglitazone,MIN
Chlorpheniramine / Codeine,MIN
Cetylpyridinium / chloroxylenol / Triacetin,MIN
chloroxylenol / Iodine / Menthol,MIN
Neomycin / Nystatin / Thiostrepton / Triamcinolone,MIN
Cocaine / Epinephrine,MIN
Cocaine / homatropine,MIN
Hydrochlorothiazide / Triamterene,MIN
Betamethasone / hydroquinone / Tretinoin,MIN
Furosemide / Triamterene,MIN
Fenoterol / Ipratropium,MIN
Reserpine / Trichlormethiazide,MIN
Sodium Fluoride / Triclosan,MIN
Salicylic Acid / Triclosan,MIN
Miconazole / Triclosan,MIN
Triclosan / Zinc Oxide,MIN
phenol / Scarlet Red,MIN
Hydrocortisone / Tretinoin,MIN
atorvastatin / ezetimibe,MIN
Clindamycin / Tretinoin,MIN
Econazole / Hydrocortisone,MIN
Gentamicin / Hydrocortisone,MIN
Hydrocortisone / Nystatin,MIN
Hydrocortisone / Oxytetracycline,MIN
Methylprednisolone / Neomycin,MIN
Chlortetracycline / Triamcinolone,MIN
Econazole / Triamcinolone,MIN
Neomycin / Triamcinolone,MIN
Iodine / Potassium Iodide,MIN
Tranylcypromine / Trifluoperazine,MIN
hypromellose / Phenylephrine,MIN
Benactyzine / Meprobamate,MIN
mequinol / Tretinoin,MIN
Erythromycin / Tretinoin,MIN
fluocinolone / hydroquinone / Tretinoin,MIN
Cetrimide / Chlorhexidine,MIN
Hydrocortisone / Miconazole,MIN
tipiracil / Trifluridine,MIN
florfenicol / Mometasone / terbinafine,MIN
Codeine / Phenylephrine / Triprolidine,MIN
Calcium Carbonate / Cholecalciferol,MIN
Eucalyptus oil / Menthol,MIN
Chlorpheniramine / Hydrocodone,MIN
Chlorpheniramine / Hydrocodone / Pseudoephedrine,MIN
Chlorpheniramine / Methscopolamine,MIN
Guaifenesin / Pseudoephedrine / Triprolidine,MIN
Aluminum Hydroxide / magnesium trisilicate,MIN
Benzoyl Peroxide / Miconazole,MIN
coenzyme Q10 / Vitamin E,MIN
Benzocaine / Menthol / zinc chloride,MIN
Benzocaine / Capsaicin / Lidocaine / methyl salicylate,MIN
Benzocaine / Coal Tar / Salicylic Acid,MIN
Benzocaine / Phenylephrine / Phenylpropanolamine,MIN
dexchlorpheniramine / Phenylephrine,MIN
Hydrocodone / Pseudoephedrine / Triprolidine,MIN
Codeine / Guaifenesin / Pseudoephedrine / Triprolidine,MIN
Acetaminophen / Pseudoephedrine / Triprolidine,MIN
Glucose / Sodium Chloride,MIN
buthiazide / Metipranolol,MIN
Capsaicin / Histamine,MIN
Capsaicin / Histamine / Menthol,MIN
Diloxanide / Metronidazole,MIN
calcium glubionate / calcium lactobionate,MIN
"Hepatitis A Vaccine (Inactivated) Strain HM175 / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",MIN
Polymyxin B / Trimethoprim,MIN
sulfametrole / Trimethoprim,MIN
Rifampin / Trimethoprim,MIN
Benzoyl Peroxide / Erythromycin,MIN
Diphenhydramine / Naproxen,MIN
Choline / Diphenhydramine,MIN
chlophedianol / Triprolidine,MIN
Dextromethorphan / Triprolidine,MIN
Clotrimazole / Gentamicin / Mometasone,MIN
Chloramphenicol / Hydrocortisone,MIN
crotamiton / Hydrocortisone,MIN
Betamethasone / Clotrimazole,MIN
Diphenhydramine / Magnesium Salicylate,MIN
levothyroxine / liothyronine,MIN
Clavulanate / Ticarcillin,MIN
dienogest / Estradiol,MIN
Hydrochlorothiazide / Timolol,MIN
latanoprost / Timolol,MIN
Cholecalciferol / Polysaccharide iron complex,MIN
brimonidine / Timolol,MIN
dorzolamide / Timolol,MIN
Pilocarpine / Timolol,MIN
Amiloride / Hydrochlorothiazide / Timolol,MIN
Cyclopentolate / Phenylephrine,MIN
Hydrocortisone / Neomycin,MIN
Mebendazole / Tinidazole,MIN
Bendroflumethiazide / Timolol,MIN
ferrous bisglycinate / Polysaccharide iron complex,MIN
Ascorbic Acid / Ferrous fumarate / Folic Acid / Niacin / Polysaccharide iron complex,MIN
Calcium ascorbate / calcium threonate / Ferrous Asparto Glycinate / Folic Acid / Polysaccharide iron complex / Succinic Acid / Vitamin B 12,MIN
Physostigmine / Pilocarpine,MIN
Amylases / Bromelains / Papain / Papaya preparation,MIN
Acriflavine / Gentian Violet / Sodium propionate,MIN
Eucalyptol / Thymol,MIN
Camphor / Eucalyptus oil / LEVOMENTHOL / Peppermint oil / Thymol,MIN
Sodium Bicarbonate / sodium citrate,MIN
Mannitol / Sorbitol,MIN
factor IX / factor VII / factor X / Protein C / Protein S / Prothrombin,MIN
Iodine / methyl salicylate,MIN
Guaifenesin / Hydrocodone,MIN
Guaifenesin / Hydrocodone / Pseudoephedrine,MIN
Guaifenesin / Hydrocodone / Phenylephrine,MIN
Benzyl Alcohol / Sodium Chloride,MIN
Benzyl Alcohol / zinc chloride,MIN
FLUPREDNIDENE / Miconazole,MIN
Benzocaine / Cetylpyridinium,MIN
Benzocaine / Tyrothricin,MIN
Benzocaine / chloroxylenol,MIN
umeclidinium / vilanterol,MIN
Nystatin / Tolnaftate,MIN
Chlorhexidine / Tolnaftate,MIN
Ibuprofen / Tolperisone,MIN
Calcium Carbonate / Kaolin,MIN
Misoprostol / Naproxen,MIN
dimethicone / pipenzolate,MIN
Epinephrine / Guanethidine,MIN
Clemastine / Phenylpropanolamine,MIN
Aspirin / Glycine,MIN
Acetaminophen / Caffeine,MIN
Phenylephrine / Scopolamine,MIN
Ampicillin / Cloxacillin,MIN
Niacin / Simvastatin,MIN
isoniazid / Rifampin,MIN
Acetaminophen / Tramadol,MIN
Undecylenic Acid / Zinc undecylenate,MIN
Benzocaine / methyl salicylate,MIN
Camphor / dimethicone / Menthol / phenol,MIN
Erythromycin / Zinc Acetate,MIN
fluticasone / vilanterol,MIN
fluticasone / umeclidinium / vilanterol,MIN
Mucins / Xylitol,MIN
Calamine / phenol,MIN
Calamine / Zinc Oxide,MIN
Calamine / Camphor / Diphenhydramine,MIN
Calamine / Camphor / pramoxine,MIN
Calamine / phenol / Zinc Oxide,MIN
Calamine / pramoxine,MIN
Calamine / pramoxine / Zinc Oxide,MIN
Calamine / Menthol / Petrolatum / Zinc Oxide,MIN
Benzocaine / Triclosan,MIN
Clioquinol / Hydrocortisone,MIN
Clotrimazole / Hydrocortisone,MIN
Fluorometholone / Tobramycin,MIN
artemether / lumefantrine,MIN
Benzocaine / Licorice / Menthol,MIN
Benzocaine / Isopropyl Alcohol / Menthol,MIN
Benzocaine / ichthammol,MIN
Docosahexaenoate / phosphatidylserine,MIN
Propionic acid / Undecylenate,MIN
Brompheniramine / Guaifenesin / Hydrocodone,MIN
Niacinamide / Salicylic Acid,MIN
Casanthranol / Docusate,MIN
Docusate / Ferrous fumarate,MIN
hypromellose / tetrahydrozoline,MIN
Docusate / Phenolphthalein,MIN
Polyethylene Glycols / Polyvinyl Alcohol,MIN
Tegafur / Uracil,MIN
Capsaicin / Lidocaine / Menthol,MIN
Oxyquinoline / potassium sulfate,MIN
Acetic Acid / Oxyquinoline,MIN
Famotidine / Ibuprofen,MIN
Amylases / Betaine / Ox bile extract / Pancreatin / Papain / Pepsin A,MIN
Evening primrose oil / linoleate,MIN
hypromellose / tetrahydrozoline / Zinc Sulfate,MIN
"Insulin Lispro / Insulin, Protamine Lispro, Human",MIN
Phenylephrine / Promethazine,MIN
European rabbit hair extract / European rabbit skin extract,MIN
Ethanol / Povidone-Iodine,MIN
pramoxine / Zinc Oxide,MIN
Neomycin / Polymyxin B,MIN
Neomycin / Polymyxin B / prednisolone,MIN
eastern cottonwood pollen extract / plains cottonwood pollen extract,MIN
Neomycin / Polymyxin B / pramoxine,MIN
red oak pollen extract / white oak pollen extract,MIN
Hydrocortisone / phenol,MIN
brilliant green / Cod Liver Oil / Gentian Violet,MIN
Magnesium Salicylate / phenyltoloxamine,MIN
Amylases / Endopeptidases / Papain,MIN
Magnesium Hydroxide / Omeprazole / Sodium Bicarbonate,MIN
hog hair extract / hog skin extract,MIN
Papain / Urea,MIN
lauromacrogols / Urea,MIN
Chlorophyll / Papain / Urea,MIN
Alpha Hydroxy Acids / Urea,MIN
Ethinyl Estradiol / Norgestrel,MIN
"Sodium Phosphate, Dibasic / Sodium Phosphate, Monobasic",MIN
Hydrochlorothiazide / Metoprolol,MIN
Isoleucine / Leucine / Valine,MIN
acrivastine / Pseudoephedrine,MIN
azatadine / Pseudoephedrine,MIN
desloratadine / Pseudoephedrine,MIN
dexbrompheniramine / Pseudoephedrine,MIN
aluminum magnesium silicate / Calcium Carbonate / Sodium Bicarbonate,MIN
hydroquinone / Lanolin,MIN
Chondroitin Sulfates / Collagen / hyaluronate,MIN
Saw palmetto extract / ZINC PICOLINATE,MIN
Calcium Carbonate / Magnesium Oxide,MIN
Chlorpheniramine / Codeine / Pseudoephedrine,MIN
Codeine / Pseudoephedrine,MIN
monofluorophosphate / potassium nitrate / ZINC CITRATE,MIN
chlorcyclizine / Pseudoephedrine,MIN
Ethinyl Estradiol / ethynodiol,MIN
emtricitabine / Rilpivirine / tenofovir disoproxil,MIN
Benzalkonium / Urea,MIN
Ascorbic Acid / Calcium Citrate / Cholecalciferol / Folic Acid / Iron Carbonyl / pyridoxine,MIN
alpha Tocopherol / Calcium Citrate / Cholecalciferol / Docosahexaenoate / Docusate / Folic Acid / Iron Carbonyl / pyridoxine,MIN
Pentobarbital / Phenytoin,MIN
Carboxymethylcellulose / Glycerin,MIN
Carboxymethylcellulose / Glycerin / Polysorbate 80,MIN
empagliflozin / Linagliptin,MIN
Linagliptin / Metformin,MIN
Calcium Chloride / icodextrin / Lactate / Magnesium Chloride / Sodium Chloride,MIN
Acetaminophen / butalbital / Caffeine,MIN
Menthol / methyl salicylate / Synthetic camphor,MIN
Acetaminophen / pamabrom,MIN
Ethinyl Estradiol / norgestimate,MIN
Folic Acid / Succinic Acid,MIN
Ethinyl Estradiol / norelgestromin,MIN
emtricitabine / Rilpivirine / tenofovir alafenamide,MIN
MILK THISTLE FRUIT / MILK THISTLE FRUIT EXTRACT,MIN
milbemycin oxime / spinosad,MIN
redroot pigweed pollen extract / spiny pigweed pollen extract,MIN
Ascorbic Acid / Beta Carotene / Copper Sulfate / Selenite / Vitamin E / Zinc Oxide,MIN
Ascorbic Acid / Beta Carotene / Copper Sulfate / Lutein / Selenite / Vitamin E / Zinc Oxide,MIN
Acetaminophen / butalbital,MIN
alpha Tocopherol / Cholecalciferol / Vitamin A,MIN
Dextran 70 / hypromellose,MIN
calcium phosphate / Cholecalciferol,MIN
Menthol / Witch Hazel,MIN
"Ascorbic Acid / Chromium Polynicotinate / Niacinamide / OAT BRAN / Phytosterols / pregna-4,17-diene-3,16-dione",MIN
Black Pepper Preparation / GUGGUL LIPIDS,MIN
Calcium Carbonate / Ergocalciferol / soy protein isolate,MIN
Albuterol / Ipratropium,MIN
Guaiacol / methyl salicylate,MIN
dexbrompheniramine / Dextromethorphan / Guaifenesin / Phenylephrine,MIN
Glycerin / Sodium Chloride,MIN
Acetaminophen / phenyltoloxamine,MIN
Ascorbic Acid / Biotin / Copper Sulfate / Docusate / Folic Acid / Iron Carbonyl / Vitamin B 12 / Vitamin E,MIN
alpha Tocopherol / Folic Acid / Hydroxocobalamin / Magnesium Oxide / pyridoxine,MIN
Boron / Calcium Carbonate / Cholecalciferol / Folic Acid / Magnesium Oxide / pyridoxine / Vitamin B 12,MIN
Benzocaine / Clove oil,MIN
Benzocaine / cetalkonium chloride,MIN
Benzocaine / Calcium Carbonate / magnesium carbonate / Phenobarbital,MIN
Benzocaine / bismuth subnitrate / Cerium oxalate,MIN
Phenylephrine / Tropicamide,MIN
Mazindol / tiratricol,MIN
Diphenhydramine / Pseudoephedrine,MIN
Codeine / Guaifenesin,MIN
Benzethonium / Chlorhexidine,MIN
Allopurinol / Benzbromarone,MIN
Benzalkonium / Benzocaine / Camphor,MIN
Benzalkonium / N-ALKYL ETHYLBENZYL DIMETHYL AMMONIUM (C12-C14),MIN
Benzalkonium / Benzyl Alcohol,MIN
magaldrate / Simethicone,MIN
Coal Tar / Salicylic Acid,MIN
Bacitracin / dimethicone / Zinc Oxide,MIN
Salicylic Acid / Zinc Oxide,MIN
Benzocaine / Cetylpyridinium / Menthol,MIN
Cholecalciferol / Glucose,MIN
Choline / Diphenhydramine / Phenylephrine,MIN
Docosahexaenoate / Eicosapentaenoate / Omega-3 Acid Ethyl Esters (USP) / Vitamin E,MIN
Aspirin / Diphenhydramine,MIN
canagliflozin / Metformin,MIN
Betamethasone / Gentamicin,MIN
Bacitracin / Neomycin / Polymyxin B,MIN
dexchlorpheniramine / Pseudoephedrine,MIN
methyl salicylate / Turpentine,MIN
Camphor / Menthol / Turpentine,MIN
Camphor / Turpentine,MIN
Turpentine / white spirit type 1,MIN
dexchlorpheniramine / Hydrocodone / Phenylephrine,MIN
dodecylbenzenesulfonic acid / Lactate,MIN
dodecylbenzenesulfonic acid / Hydrogen Peroxide / Lactate,MIN
Echinacea angustifolia root extract / Echinacea purpurea root extract,MIN
Betaine / Bromelains / Pancreatin / Papain / Pepsin A,MIN
deserpidine / Methyclothiazide,MIN
Chlorhexidine / Ketoconazole,MIN
monofluorophosphate / Silicon Dioxide,MIN
Cholecalciferol / Docosahexaenoate / Eicosapentaenoate / Vitamin E,MIN
Diphenhydramine / Hydrocortisone,MIN
Melatonin / Tryptophan,MIN
5-Hydroxytryptophan / Magnesium Oxide / Melatonin / Tryptophan / Vitamin B6,MIN
Camphor / Eucalyptus oil / Menthol / methyl salicylate,MIN
Benzalkonium / Camphor,MIN
Bacitracin / Neomycin / Polymyxin B / pramoxine,MIN
Docosahexaenoate / Eicosapentaenoate / Folic Acid / Phytosterols / policosanol / Vitamin B 12 / Vitamin B6,MIN
Ascorbic Acid / BUTCHER'S BROOM Preparation / Diosmin / Hesperidin,MIN
Hydrofluoric Acid / Sodium Fluoride,MIN
Ibuprofen / Pseudoephedrine,MIN
Silicon Dioxide / tricalcium phosphate,MIN
Arginine / Folic Acid / piperine / Vitamin B 12 / Vitamin B6,MIN
azilsartan / Chlorthalidone,MIN
Desogestrel / Ethinyl Estradiol,MIN
chloroxylenol / Ketoconazole,MIN
Capsaicin / methylnicotinate,MIN
eprosartan / Hydrochlorothiazide,MIN
Chlorhexidine / Coal Tar,MIN
Guarana preparation / Levocarnitine,MIN
pholcodine / Pseudoephedrine,MIN
Ascorbic Acid / D-BIOTIN / Folic Acid / Niacinamide / Pantothenic Acid / pyridoxine / Riboflavin / Thiamine / Vitamin B 12,MIN
Chloramphenicol / prednisolone,MIN
Calcium Carbonate / dehydroepiandrosterone,MIN
Colchicine / podophyllin,MIN
salicylamide / Vitamin B 12,MIN
Ascorbic Acid / Folic Acid / Magnesium Sulfate / manganese chloride / Niacinamide / pantothenate / pyridoxine / Riboflavin / Thiamine / Vitamin A / Vitamin B 12 / Vitamin E / Zinc Sulfate,MIN
Benzalkonium / chloroxylenol / pramoxine,MIN
Nystatin / Tinidazole,MIN
prednisolone / PROPYLENE GLYCOL SALICYLATE,MIN
Menthol / prednisolone / Thymol,MIN
Ascorbic Acid / Calcium Sulfate / Cupric oxide / Niacinamide / pyridoxine / Vitamin B 12,MIN
Niacinamide / prednisolone,MIN
prednisolone / Zinc Oxide,MIN
Alanine / Arginine / Aspartate / Cysteine / Glutamate / Glycine / Histidine / Isoleucine / Leucine / Lysine / Methionine / Phenylalanine / Proline / Serine / Taurine / Threonine / Tryptophan / Tyrosine / Valine,MIN
Alanine / Arginine / Glycine / Histidine / Isoleucine / Leucine / Lysine / Magnesium Chloride / Methionine / Phenylalanine / Sodium Acetate / Sodium Chloride / Threonine / Tryptophan / Tyrosine / Valine,MIN
Magnesium Sulfate / Potassium Chloride / potassium phosphate / Sodium Chloride / sodium phosphate,MIN
Cholecalciferol / Sodium Fluoride,MIN
Ascorbic Acid / Dequalinium / Tyrothricin,MIN
Clonidine / cyclothiazide,MIN
Clemastine / Dexamethasone,MIN
Eucalyptus oil / Tea Tree Oil,MIN
Phloroglucinol / trimethobenzamide,MIN
Benzocaine / Zinc Oxide,MIN
diethylamine salicylate / glycol salicylate / methylnicotinate,MIN
ammonium ferrous sulfate / Folic Acid,MIN
troxerutin / Vincamine,MIN
alginic acid / Sodium Bicarbonate,MIN
Dibasic potassium phosphate / potassium phosphate,MIN
Aloe vera preparation / Urea,MIN
coenzyme Q10 / Levocarnitine / Vitamin E,MIN
Camphor / Histamine / Menthol,MIN
dehydroepiandrosterone / Ginkgo biloba extract,MIN
Tetracaine / TRICARBAURINIUM,MIN
ALUMINUM SUBACETATE / boric acid,MIN
Betaine / Iodine / Papain / Pepsin A,MIN
Esomeprazole / Naproxen,MIN
Alanine / Arginine / Aspartate / Cysteine / Glutamate / Glycine / Histidine / Isoleucine / Leucine / Lysine / Methionine / Phenylalanine / Proline / Serine / Sodium Acetate / Sodium Chloride / sodium metabisulfite / Taurine / Threonine / Tryptophan / Tyrosine / Valine,MIN
Isopropyl Alcohol / Povidone-Iodine,MIN
dipropizine / Guaifenesin,MIN
avibactam / Ceftazidime,MIN
Benzalkonium / pramoxine,MIN
"diphtheria toxoid vaccine, inactivated / Haemophilus capsular oligosaccharide",MIN
Coal Tar / Polysorbate 80,MIN
Chenodeoxycholate / Ursodeoxycholate,MIN
Erythromycin / Isotretinoin,MIN
Docosahexaenoate / Eicosapentaenoate / Folic Acid / Phytosterols / Vitamin B 12 / Vitamin B6,MIN
Calcium Chloride / Lactate / Magnesium Chloride / Potassium Chloride / Sodium Acetate / Sodium Chloride,MIN
Glycerin / hypromellose / Propylene glycol,MIN
Glycerin / phenol,MIN
cobamamide / Vitamin B 12,MIN
DIBUNATE / guaiacolsulfonate,MIN
bamethan / Niacin,MIN
Black Pepper Preparation / Echinacea Preparation,MIN
Acetaminophen / Dextromethorphan / Diphenhydramine,MIN
pyridoxine / Salicylic Acid / Zinc Gluconate,MIN
Alanine / Arginine / Glucose / Glycine / Histidine / Isoleucine / Leucine / Lysine / Methionine / Phenylalanine / Proline / Serine / Threonine / Tryptophan / Tyrosine / Valine,MIN
Brompheniramine / Dextromethorphan / Guaifenesin / Pseudoephedrine,MIN
Brompheniramine / dihydrocodeine / Pseudoephedrine,MIN
Aminophylline / Ephedrine / Potassium Iodide,MIN
Capsicum extract / Lidocaine,MIN
Cholecalciferol / Lactobacillus reuteri,MIN
Cystine / Vitamin B6,MIN
Chlorpheniramine / dihydrocodeine / Pseudoephedrine,MIN
Capsaicin / Chondroitin Sulfates / Glucosamine / Lidocaine,MIN
Acetaminophen / Doxylamine / salicylamide,MIN
Ascorbic Acid / Biotin / Folic Acid / Niacin / Pantothenic Acid / pyridoxine / Riboflavin / Thiamine / Vitamin B 12,MIN
Docusate / spermaceti,MIN
dimethicone / Triclosan,MIN
Ascorbic Acid / Quercetin,MIN
Cinnarizine / Dihydroergotamine,MIN
Caffeine / chlorphenoxamine,MIN
Estriol / Lactobacillus acidophilus,MIN
Acetaminophen / Mephenesin,MIN
Acetaminophen / Piroxicam,MIN
Acetaminophen / Ibuprofen,MIN
Acetaminophen / thiocolchicoside,MIN
Acetaminophen / Caffeine / Codeine / Meprobamate,MIN
